Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000214167	17	62457971	62458660
ENSG00000189110	9	139238388	139242086
ENSG00000213024	19	55101898	55124598
ENSG00000197191	9	139238908	139240584
ENSG00000111850	6	88089025	88108762
ENSG00000188735	12	120635163	120698088
ENSG00000164411	6	88049417	88089496
ENSG00000075461	17	62391475	62459980
ENSG00000165828	10	135010901	135016177
ENSG00000163728	3	181802625	181818049
ENSG00000136531	2	165804158	165957064
ENSG00000179431	11	35596761	35598121
ENSG00000182500	12	120548858	120564321
ENSG00000196435	9	139234528	139235854
ENSG00000139714	12	120573680	120591943
ENSG00000197150	7	150356482	150373582
ENSG00000075429	17	62303853	62311857
ENSG00000188994	6	87921988	88030125
ENSG00000130643	10	134988922	135000429
ENSG00000104951	19	55084728	55124608
ENSG00000114757	3	181000744	181237211
ENSG00000198546	10	134972413	134976656
ENSG00000198050	10	134987901	134988239
ENSG00000181652	7	150340268	150352519
ENSG00000153253	2	165652278	165768823
ENSG00000188566	9	139220004	139231281
ENSG00000104946	19	55072641	55083812
ENSG00000135346	6	87851935	87861569
ENSG00000154229	17	61729216	62237324
ENSG00000149294	11	112337302	112654343
ENSG00000187713	9	139219148	139219910
ENSG00000188771	11	111628293	111636522
ENSG00000169507	2	165463058	165520281
ENSG00000130640	10	134943125	134972634
ENSG00000089094	12	120351285	120503272
ENSG00000058056	3	180853635	180984675
ENSG00000219285	7	151918659	151918959
ENSG00000176058	9	139205890	139215578
ENSG00000204673	19	55064107	55073528
ENSG00000168830	6	87703975	87783120
ENSG00000152042	1	144743900	144779602
ENSG00000203875	6	86443521	86445157
ENSG00000091583	17	61638610	61656018
ENSG00000136521	3	180805269	180824981
ENSG00000198738	6	86501644	86502505
ENSG00000176101	9	139202954	139204636
ENSG00000214264	11	111557733	111559124
ENSG00000150787	11	111602309	111609903
ENSG00000170633	12	120322304	120346538
ENSG00000136522	3	180788951	180805128
ENSG00000039650	19	55056274	55062630
ENSG00000151651	10	134925912	134940362
ENSG00000171794	10	134893768	134895052
ENSG00000151650	10	134901398	134905421
ENSG00000215860	1	144635745	144653976
ENSG00000082438	2	165249502	165406781
ENSG00000154240	17	61062121	61618435
ENSG00000196644	1	144595233	144635406
ENSG00000176248	9	139189057	139202878
ENSG00000135316	6	86379319	86409746
ENSG00000185863	9	139185201	139186300
ENSG00000164867	7	150319080	150342608
ENSG00000104960	19	55045950	55055802
ENSG00000184709	9	139183035	139184312
ENSG00000197580	11	111551418	111594853
ENSG00000115290	2	165057579	165186606
ENSG00000150783	11	111543305	111548489
ENSG00000089053	12	120230544	120274585
ENSG00000136518	3	180763402	180788882
ENSG00000168646	17	60955143	60988227
ENSG00000117262	1	144475774	144538430
ENSG00000171798	10	134823961	134889906
ENSG00000182263	2	164158152	164300768
ENSG00000104973	19	55013358	55033848
ENSG00000114450	3	180596570	180652065
ENSG00000174827	1	144454620	144475431
ENSG00000150782	11	111519186	111540050
ENSG00000055118	7	150272982	150306335
ENSG00000108370	17	60564011	60654281
ENSG00000010361	19	55001987	55008339
ENSG00000197177	10	134734423	134795169
ENSG00000204370	11	111462832	111471727
ENSG00000203774	10	134629028	134639848
ENSG00000135317	6	86271933	86360348
ENSG00000002726	7	150180506	150189312
ENSG00000171811	10	134592705	134606079
ENSG00000171109	3	180548174	180593700
ENSG00000117281	1	144407155	144426971
ENSG00000184611	2	162936163	163403274
ENSG00000203775	10	134582822	134588240
ENSG00000150779	11	111461083	111462679
ENSG00000121848	1	144322393	144400083
ENSG00000120063	17	60437296	60483216
ENSG00000135318	6	86216528	86262215
ENSG00000196961	19	54961992	55002181
ENSG00000204399	17	60394698	60401630
ENSG00000189115	10	134529535	134543041
ENSG00000214174	17	60394618	60402156
ENSG00000115271	2	162908896	162925875
ENSG00000121864	3	180524245	180536017
ENSG00000002933	7	150128771	150133138
ENSG00000150773	11	111443735	111450105
ENSG00000150776	11	111450178	111461084
ENSG00000115267	2	162831836	162883285
ENSG00000186141	1	144303963	144322294
ENSG00000108046	10	134471887	134521226
ENSG00000112837	6	85453810	85530673
ENSG00000126467	19	54934830	54958355
ENSG00000106565	7	150119313	150128554
ENSG00000186364	1	144297502	144300792
ENSG00000214176	17	60247480	60263719
ENSG00000176809	17	60280944	60360856
ENSG00000176884	9	139152663	139183028
ENSG00000148826	10	134448310	134449527
ENSG00000203517	14	76030965	76031590
ENSG00000150768	11	111401374	111440324
ENSG00000135315	6	84890679	84994072
ENSG00000213203	7	150044631	150049814
ENSG00000171121	3	180443259	180467532
ENSG00000196329	7	150065384	150071669
ENSG00000159266	17	60205839	60263719
ENSG00000106560	7	150013727	150021659
ENSG00000131788	1	144287345	144297903
ENSG00000068383	10	134201343	134446974
ENSG00000169169	19	54886205	54908800
ENSG00000176978	9	139124814	139129016
ENSG00000078098	2	162735448	162808291
ENSG00000135324	6	84800139	84857320
ENSG00000121879	3	180349005	180435189
ENSG00000133561	7	149953399	149960406
ENSG00000110931	12	120159880	120220494
ENSG00000198483	1	144260573	144279883
ENSG00000150764	11	111313137	111398515
ENSG00000133574	7	149895391	149901973
ENSG00000115263	2	162708661	162717003
ENSG00000197735	10	134087172	134094155
ENSG00000180066	10	134108683	134112902
ENSG00000172667	3	180224221	180272278
ENSG00000108854	17	59971197	60088854
ENSG00000149300	11	111294873	111302804
ENSG00000179144	7	149842878	149849093
ENSG00000065615	6	84626089	84726863
ENSG00000171115	7	149778895	149807413
ENSG00000203877	6	84619704	84623953
ENSG00000171813	10	134060662	134081357
ENSG00000143127	1	144236347	144255224
ENSG00000170276	11	111288176	111290026
ENSG00000126457	19	54872350	54883516
ENSG00000197584	3	180007823	180044899
ENSG00000196456	7	149707339	149726652
ENSG00000220703	11	111284560	111289116
ENSG00000131779	1	144227740	144235088
ENSG00000109846	11	111284560	111287704
ENSG00000177239	9	139101200	139123460
ENSG00000211451	1	144221109	144227433
ENSG00000141325	17	59932717	59964522
ENSG00000135124	12	120132047	120156290
ENSG00000176343	11	111265133	111265725
ENSG00000214022	7	149696812	149702066
ENSG00000126453	19	54860211	54868984
ENSG00000197635	2	162557005	162639298
ENSG00000137720	11	111255475	111261774
ENSG00000177565	3	178212163	178397734
ENSG00000106538	7	149666351	149669696
ENSG00000065609	6	84319323	84475828
ENSG00000148814	10	133995648	134109058
ENSG00000108654	17	59926202	59932869
ENSG00000126456	19	54854642	54860926
ENSG00000137702	11	111249992	111255363
ENSG00000197355	9	139091774	139098812
ENSG00000177694	3	176297261	177006122
ENSG00000186193	9	139076402	139084861
ENSG00000146250	6	84278990	84292138
ENSG00000127399	7	149651346	149666171
ENSG00000136480	17	59904366	59923631
ENSG00000106526	7	149575235	149631002
ENSG00000126461	19	54837194	54853710
ENSG00000188707	7	149658334	149660741
ENSG00000131795	1	144218990	144222801
ENSG00000169760	3	174805083	175483810
ENSG00000152022	1	144188516	144213026
ENSG00000183308	17	59875702	59895221
ENSG00000144290	2	162189091	162542069
ENSG00000181039	1	144181865	144187004
ENSG00000204934	7	149195719	149201864
ENSG00000054179	9	139062374	139068326
ENSG00000089041	12	120055061	120108239
ENSG00000126458	19	54830364	54835212
ENSG00000171130	7	149200990	149208720
ENSG00000086848	11	111158129	111247416
ENSG00000165752	10	133870986	133995341
ENSG00000121851	1	144167593	144181744
ENSG00000136535	2	161980866	161989819
ENSG00000106479	7	149166442	149195498
ENSG00000126464	19	54790591	54821507
ENSG00000065833	6	83976827	84197498
ENSG00000135114	12	119942504	119961342
ENSG00000126460	19	54778280	54785999
ENSG00000013392	6	83959817	83962975
ENSG00000127388	7	149150127	149162001
ENSG00000117289	1	144149939	144153882
ENSG00000107281	9	139053746	139060476
ENSG00000198802	17	59752964	59794509
ENSG00000142546	19	54750782	54775625
ENSG00000157895	12	119925231	119938683
ENSG00000115233	2	161872795	161976474
ENSG00000214028	7	149104457	149114966
ENSG00000180539	9	139041737	139051055
ENSG00000137713	11	111102842	111142379
ENSG00000151640	10	133850394	133869256
ENSG00000142552	19	54722687	54738701
ENSG00000013375	6	83935349	83959690
ENSG00000168509	1	144124628	144128902
ENSG00000180549	9	139044447	139047283
ENSG00000135100	12	119900754	119924695
ENSG00000181444	7	149092388	149101228
ENSG00000104870	19	54707432	54721400
ENSG00000136478	17	59578528	59694385
ENSG00000188385	10	133768303	133848302
ENSG00000176171	10	133631859	133645417
ENSG00000136560	2	161701712	161800978
ENSG00000170145	11	110978380	111102840
ENSG00000083097	6	83834104	83934909
ENSG00000142534	19	54691446	54694756
ENSG00000204381	11	110916443	110936998
ENSG00000133619	7	149043081	149062597
ENSG00000214086	12	119685588	119686150
ENSG00000178607	17	59474122	59529654
ENSG00000175470	10	133597950	133620041
ENSG00000157837	12	119685419	119826534
ENSG00000211699	7	38364638	38365105
ENSG00000189275	10	133454724	133472193
ENSG00000183644	11	110890720	110912965
ENSG00000211698	7	38359841	38360309
ENSG00000133624	7	148875178	148952776
ENSG00000137707	11	110843465	110888274
ENSG00000176769	10	132780644	132999976
ENSG00000181220	7	148800820	148825727
ENSG00000110777	11	110728210	110755627
ENSG00000108622	17	59433688	59451726
ENSG00000122971	12	119648025	119662193
ENSG00000211697	7	38355481	38355950
ENSG00000163386	1	144001129	144081660
ENSG00000214290	11	110675668	110684668
ENSG00000175970	12	119632644	119645825
ENSG00000118420	6	83658836	83832269
ENSG00000142541	19	54681844	54687370
ENSG00000108010	10	131824653	131868630
ENSG00000110917	12	119609332	119624050
ENSG00000153250	2	160838761	161058551
ENSG00000196167	11	110669380	110675749
ENSG00000208958	8	99130260	99130351
ENSG00000206612	12	47336698	47336832
ENSG00000150750	11	110631916	110662180
ENSG00000144962	3	174089842	174341700
ENSG00000196453	7	148759394	148788986
ENSG00000204946	7	148590195	148625325
ENSG00000107331	9	139021507	139043195
ENSG00000146242	6	83130258	83133333
ENSG00000007314	17	59369646	59404010
ENSG00000170260	7	148567675	148583619
ENSG00000090554	19	54669298	54681299
ENSG00000157782	12	119562805	119589508
ENSG00000211693	7	38297742	38298204
ENSG00000211692	7	38282385	38282444
ENSG00000115221	2	160664428	160765061
ENSG00000108001	10	131522429	131652081
ENSG00000211691	7	38279713	38279775
ENSG00000007312	17	59359832	59363446
ENSG00000137727	11	109952976	110088661
ENSG00000167272	12	119501232	119503584
ENSG00000170265	7	148523487	148554260
ENSG00000169583	9	139008881	139010845
ENSG00000213240	1	143920462	144003011
ENSG00000161618	19	54648325	54665657
ENSG00000114346	3	173951207	174021957
ENSG00000214402	9	138997266	139000034
ENSG00000197024	7	148475751	148511052
ENSG00000148362	9	139006691	139008248
ENSG00000170430	10	131155510	131455356
ENSG00000005700	6	82936675	83014190
ENSG00000144959	3	173831130	173911702
ENSG00000137714	11	109805804	109840814
ENSG00000022840	12	119456515	119499779
ENSG00000104872	19	54641368	54646879
ENSG00000121858	3	173706159	173723963
ENSG00000204947	7	148430813	148454311
ENSG00000153246	2	160506258	160627367
ENSG00000104888	19	54624470	54636596
ENSG00000110871	12	119425466	119451347
ENSG00000197362	7	148397637	148409232
ENSG00000137710	11	109571496	109672647
ENSG00000121853	3	173645617	173648940
ENSG00000112773	6	82512166	82519210
ENSG00000142538	19	54617483	54618510
ENSG00000198454	9	138983516	138986263
ENSG00000148773	10	129784913	129814645
ENSG00000107317	9	138991777	138996014
ENSG00000189162	17	59348295	59349930
ENSG00000155660	7	148331098	148356715
ENSG00000185742	11	108798085	108801515
ENSG00000149289	11	109469297	109547776
ENSG00000054219	2	160333610	160469508
ENSG00000088986	12	119392043	119420680
ENSG00000161609	19	54583318	54612579
ENSG00000075420	3	173240112	173601181
ENSG00000178105	11	108041014	108316866
ENSG00000104901	19	54558854	54570183
ENSG00000184925	9	138966589	138969767
ENSG00000106462	7	148135408	148212347
ENSG00000111786	12	119383855	119391941
ENSG00000183657	3	172992274	173010408
ENSG00000110723	11	107884893	107969570
ENSG00000186329	3	173043844	173059802
ENSG00000136536	2	160277246	160333329
ENSG00000176919	9	138959534	138961240
ENSG00000132334	10	129595315	129774155
ENSG00000170855	12	119366148	119368598
ENSG00000111780	12	119368653	119383754
ENSG00000111775	12	119360287	119362915
ENSG00000083123	6	80873083	81112706
ENSG00000180745	10	129566104	129581201
ENSG00000178104	1	143562784	143787552
ENSG00000178202	11	107848062	107874369
ENSG00000159069	9	138954709	138958994
ENSG00000074219	19	54535669	54557526
ENSG00000186766	10	129425504	129429440
ENSG00000055130	7	148025939	148129134
ENSG00000135097	12	119263516	119291341
ENSG00000197813	19	54523236	54535371
ENSG00000214285	10	129237603	129240925
ENSG00000166323	11	107707140	107843468
ENSG00000104894	19	54530489	54535671
ENSG00000188916	10	128823680	128884412
ENSG00000170279	7	147918590	147943884
ENSG00000075651	3	172801314	173010929
ENSG00000112742	6	80771076	80808958
ENSG00000123636	2	159883736	160181326
ENSG00000170890	12	119244298	119249975
ENSG00000127191	9	138900786	138940887
ENSG00000168614	1	143523101	143541658
ENSG00000089163	12	119224546	119235430
ENSG00000063127	19	54484709	54520286
ENSG00000174469	7	145444902	147749019
ENSG00000215861	1	143387794	143391329
ENSG00000123009	12	119204323	119205015
ENSG00000203779	10	128104489	128139516
ENSG00000196151	2	159800558	159851482
ENSG00000107223	9	138876392	138880559
ENSG00000150760	10	128584013	129140770
ENSG00000118402	6	80681255	80713941
ENSG00000203842	1	143323661	143323861
ENSG00000089159	12	119132637	119187904
ENSG00000198478	6	80397739	80470088
ENSG00000186275	1	143326471	143541658
ENSG00000196511	7	143779976	144164079
ENSG00000130529	19	54352860	54406903
ENSG00000177943	9	138866640	138875070
ENSG00000203843	1	143323477	143323656
ENSG00000115183	2	159533392	159797412
ENSG00000106410	7	143726972	143738253
ENSG00000154493	10	128103556	128203382
ENSG00000149311	11	107598769	107745036
ENSG00000130528	19	54346270	54350493
ENSG00000135338	6	80251427	80565440
ENSG00000188668	2	159369056	159427538
ENSG00000204380	2	159223095	159299760
ENSG00000163331	2	159360075	159418540
ENSG00000050327	7	143683366	143708657
ENSG00000149308	11	107533331	107598575
ENSG00000054148	9	138862997	138865308
ENSG00000154310	3	172262986	172660812
ENSG00000075239	11	107497468	107523485
ENSG00000148848	10	127693415	128067055
ENSG00000118418	6	79967685	80001125
ENSG00000221970	7	143646151	143647083
ENSG00000170356	7	143578263	143683165
ENSG00000204959	7	143601459	143622189
ENSG00000221989	7	143437609	143438565
ENSG00000221938	7	143457139	143458071
ENSG00000213214	7	143514610	143523669
ENSG00000212807	7	143559937	143560869
ENSG00000163581	3	172196831	172227462
ENSG00000163577	3	172088898	172109120
ENSG00000221813	7	143332023	143332958
ENSG00000221836	7	143378428	143379363
ENSG00000204414	17	59339819	59342350
ENSG00000221933	7	143402246	143403178
ENSG00000221858	7	143423134	143424066
ENSG00000221910	7	143263259	143264212
ENSG00000203780	10	127575098	127688151
ENSG00000163584	3	172066749	172073165
ENSG00000213215	7	143287960	143289041
ENSG00000177380	19	54314475	54346090
ENSG00000089157	12	119118893	119123397
ENSG00000162825	1	142858167	142932413
ENSG00000221916	19	54313702	54314091
ENSG00000203846	1	142625689	142626072
ENSG00000196369	1	142627547	142805834
ENSG00000144283	2	159021722	159246184
ENSG00000013293	3	171667255	171786552
ENSG00000203847	1	142555943	142559798
ENSG00000013297	3	171619359	171634577
ENSG00000179331	11	107304487	107339416
ENSG00000215863	1	142439162	142535935
ENSG00000104863	19	54309393	54313529
ENSG00000166266	11	107384618	107483676
ENSG00000215862	1	142491439	142501807
ENSG00000203850	1	141632236	141632463
ENSG00000203849	1	141562168	141656128
ENSG00000198420	7	143180984	143230181
ENSG00000198019	1	120728503	120737446
ENSG00000136603	3	171560178	171593226
ENSG00000203851	1	120707519	120708498
ENSG00000159860	7	143138257	143146099
ENSG00000214306	11	107148339	107152554
ENSG00000214305	11	107155429	107157526
ENSG00000110660	11	107166930	107234864
ENSG00000170290	11	107083319	107087997
ENSG00000203853	1	120638912	120639295
ENSG00000188610	1	120640526	120657204
ENSG00000170379	7	143028667	143058435
ENSG00000212663	1	120620271	120620474
ENSG00000185899	7	142850668	142851624
ENSG00000221855	7	142885088	142886011
ENSG00000176510	7	142918148	142919126
ENSG00000196642	9	138822195	138855460
ENSG00000110675	11	106992719	107042714
ENSG00000163558	3	171422906	171506464
ENSG00000166253	11	106967681	106969159
ENSG00000153237	2	158736302	159021460
ENSG00000007001	2	158559937	158700724
ENSG00000137760	11	106880550	106941637
ENSG00000146904	7	142798331	142816107
ENSG00000104852	19	54280277	54303681
ENSG00000221865	9	138805594	138807589
ENSG00000089154	12	119049399	119116896
ENSG00000213213	9	138810623	138822013
ENSG00000089876	10	127514896	127559874
ENSG00000134249	1	120237679	120240641
ENSG00000115170	2	158301207	158440598
ENSG00000134250	1	120255701	120413799
ENSG00000104848	19	54262487	54268010
ENSG00000173889	3	171288062	171382231
ENSG00000111737	12	119017289	119038982
ENSG00000167744	19	54256216	54258936
ENSG00000215864	1	120178911	120189302
ENSG00000159840	7	142788295	142798326
ENSG00000177984	9	138773907	138778786
ENSG00000107949	10	127502105	127532080
ENSG00000173890	3	171238494	171285872
ENSG00000196337	19	54249344	54253929
ENSG00000123612	2	158097152	158193645
ENSG00000146247	6	79707008	79844708
